46.391 46.391 46.391

291 3.33333
0.166919	7.16662	0.0601278
42.0237	2.42379	40.9591
26.9683	33.7259	36.009
35.6533	27.3485	13.2002
21.0084	22.1399	43.6385
0.623651	15.3328	29.7715
29.728	5.61774	6.34258
26.9107	20.5755	27.7554
7.46452	0.520988	16.0555
23.8235	32.1591	2.48735
16.7969	32.326	9.65397
16.8571	27.9587	12.0778
11.4252	8.53603	45.8037
1.04328	44.1894	26.7612
14.2435	18.8068	2.51016
11.4911	19.4304	17.843
41.2626	2.76747	23.4607
1.21422	29.6781	44.0363
28.9696	37.1426	44.5572
45.0251	14.5752	30.3253
1.12147	31.3722	16.2604
10.7754	1.83825	44.219
22.8532	13.2635	6.36408
22.2659	14.3068	4.16246
2.6361	28.5503	22.9692
5.14626	40.0414	42.3996
22.9892	34.913	45.1671
0.0589627	36.1272	28.4543
44.0952	18.7059	19.2059
42.2615	17.34	33.7811
26.1959	18.4615	18.7623
42.4562	29.2369	20.6006
40.2843	5.69913	33.864
0.257369	27.965	1.77982
4.41983	30.6011	30.3301
27.3891	35.7474	23.9805
23.3977	12.3456	12.5025
22.1739	12.4046	2.23877
4.23715	10.1088	20.9447
23.4431	5.97935	38.2847
10.8332	32.1752	10.3551
29.5955	28.2405	39.5921
3.80512	22.1337	45.2912
37.6692	22.3911	26.8652
39.449	26.8109	11.0754
23.3881	7.80903	0.431766
0.977602	31.2068	12.7774
13.4801	6.98965	25.182
15.7189	11.2268	35.2908
36.6635	34.6699	41.2702
28.5572	45.5031	27.0544
38.9124	28.7076	8.90387
32.1134	32.5128	31.0376
31.0137	23.7909	7.03775
11.4879	16.8489	33.8487
22.5633	40.237	41.6577
22.995	41.2146	26.4735
35.7724	8.30377	33.4632
14.5634	24.0227	44.69
3.46325	14.2952	32.9689
44.7334	42.8524	32.081
25.3968	35.3738	14.3976
34.3007	21.0963	0.519417
18.9473	5.71898	24.3104
25.9851	17.2069	41.1593
13.4428	39.7702	35.0053
8.70954	16.3742	29.829
35.183	5.7557	38.1327
22.2552	20.3191	15.7644
20.5542	23.7824	30.0597
7.13209	22.1248	26.5211
39.2131	1.13065	15.504
7.21971	35.4313	36.6003
7.73913	7.98768	42.3193
32.0495	33.9728	13.1352
26.8178	1.02457	6.51438
15.4321	9.7341	22.8886
45.2611	44.9171	28.6443
37.0029	20.7814	2.57249
6.37635	41.3356	26.3549
36.436	2.07671	2.08869
16.5662	41.2898	3.21934
32.0701	2.11851	38.6507
22.2794	9.85764	0.247374
18.2077	41.9071	34.2201
31.3429	22.3339	35.2447
37.8573	37.7661	44.9788
14.3549	36.6362	43.505
42.9993	27.2482	17.8954
45.5718	33.6245	12.84
25.5357	23.6695	14.9167
27.6243	40.2357	9.81551
30.8437	25.9149	11.934
23.1034	1.80333	21.7917
23.3508	20.0111	17.3078
11.1799	4.963	39.6417
0.0336208	42.8203	31.0169
45.0124	10.7843	21.2621
42.1264	7.39257	2.11931
13.6308	6.57335	35.7438
26.4708	32.109	13.0224
41.3875	13.3424	6.86712
4.81204	44.1861	32.782
16.7461	20.8985	34.5853
38.5377	44.2492	8.2054
9.45454	9.03816	13.1684
2.70531	9.07178	9.59772
33.7222	7.69322	20.382
8.59332	3.42864	27.7746
10.7126	17.0594	34.3479
0.0654869	43.5302	20.0659
13.0879	38.5268	33.4083
19.955	43.3388	31.2034
6.34602	13.6939	5.7109
40.9313	5.84062	3.56915
2.74576	15.2952	12.6073
15.9142	18.0005	21.6791
25.5119	5.33167	29.3723
45.8939	13.925	32.8009
27.2775	24.6376	3.46939
15.2344	24.7031	0.608644
35.3003	37.791	39.1354
22.3177	11.355	36.0832
7.13009	17.701	3.38614
12.841	12.2414	9.22676
16.4101	14.9872	24.5219
29.0174	30.9013	42.5224
4.30556	10.0222	1.46309
33.6779	9.52515	15.3881
20.0878	36.8026	40.0257
23.5572	5.64601	18.3379
24.1659	40.9463	9.73788
16.9103	16.873	21.0929
6.60255	24.0031	38.794
9.98868	36.8441	4.64439
19.2154	6.86325	19.6316
43.7374	35.8807	4.14191
39.8688	40.1862	14.1642
41.3319	27.4731	23.6893
10.329	1.16998	14.1009
3.96373	24.7272	19.7469
22.3016	2.50209	14.3023
32.0395	19.4124	31.1753
6.7414	26.0149	8.78745
45.5354	36.0036	45.6315
3.78877	8.82808	6.1038
23.4203	6.17447	41.9845
27.5622	46.0433	35.7798
41.7264	40.9842	16.8619
19.0247	4.92218	18.0319
33.1256	8.88592	42.7591
6.4816	31.1875	45.2612
20.7839	16.836	18.2826
5.56824	23.5774	44.2975
14.3557	22.7218	33.9101
13.5962	26.5105	42.7382
19.7	3.53989	2.52172
15.2936	31.1021	2.174
4.68234	26.4375	43.1582
21.5443	45.4622	1.68938
39.5761	32.1969	10.5753
35.9443	38.6785	41.7628
34.8145	13.0714	12.2078
6.70608	18.6397	35.7852
4.61261	32.9954	12.116
38.5228	0.200633	38.6265

96 2.33333
34.87	19.9007	42.1664
37.3917	35.1942	26.8776
39.5657	39.8766	6.92411
36.3329	15.0299	5.99538
38.0223	8.21502	38.1923
2.20661	44.1593	30.4798
43.9694	32.5828	43.5513
9.78624	39.2889	15.8
45.5714	43.9015	2.40435
11.2964	36.0332	2.60499
3.532	24.5123	22.5057
45.6984	15.513	11.3089
26.185	8.68777	4.79453
33.1091	45.0207	19.8244
39.1045	36.652	28.0394
30.9058	38.8586	25.8077
14.9946	36.437	11.9995
12.1549	46.2233	4.8974
27.9549	45.4037	2.40789
30.3593	10.3092	38.4411
32.9642	13.8412	16.5624
9.07893	13.1486	32.0755
20.3879	39.3336	40.7632
25.1824	26.0517	39.3929
45.0068	18.7653	29.654
26.6552	3.28007	22.1216
6.07196	18.2747	12.1677
18.0715	30.4297	12
22.9689	11.9936	11.0127
25.3768	42.3528	21.3219
17.4269	28.9261	35.1631
33.9894	38.005	1.92079
19.6738	12.0019	41.2544
14.0461	37.1843	20.9152
7.04805	35.8001	39.6804
36.702	16.0643	42.9605
12.4327	22.1363	14.8442
24.6003	40.2078	45.2739
36.6003	16.7857	10.8765
1.22204	42.1625	6.83834
22.544	13.1984	35.7644
11.3161	0.796778	27.3785
13.2369	20.4706	39.3804
8.10035	34.5167	30.1737
29.0155	41.5648	19.5828
22.305	31.8758	35.6472
18.8745	44.3084	11.3925
33.7188	22.5178	5.20932
32.6017	12.7271	21.995
43.4782	13.9491	17.7665
3.92553	36.4931	30.9649
39.69	1.41826	31.7617
20.6775	14.6552	5.8413
13.6669	22.7555	40.358
43.8406	5.38007	35.5318
17.0325	27.6851	21.0166
6.2887	0.168584	18.9341
17.6812	33.8873	41.4519
22.8905	20.098	7.78798
44.8856	17.1852	21.7371
16.2611	21.1107	11.8393
0.834977	14.4097	13.2575
32.5966	35.0872	27.9127
38.4379	2.36313	4.27722
32.405	46.2037	9.65729
21.5458	16.8453	37.3423
42.5624	23.134	37.5109
15.1054	40.8152	25.0073
10.1663	17.3147	45.1053
17.9543	15.8093	15.8996
39.6914	32.0704	37.0103
5.13971	32.9054	5.02906
18.3972	19.111	40.1163
46.3099	11.158	42.4794
4.19615	43.563	42.2922
13.8534	18.7178	12.7464
4.80481	14.8891	35.8804
42.3157	29.9946	30.3046
20.932	40.1609	1.22837
19.6464	11.7243	17.0377
35.5459	5.02471	2.71711
26.1653	10.1644	35.6225
31.1943	28.5616	8.34253
24.9196	28.4806	19.5005
21.0081	32.6767	16.6725
16.9092	0.139188	35.3903
29.6557	4.944	3.88845
19.1451	0.868752	33.883
3.05874	21.8008	27.653
4.28712	41.4472	39.3772
21.3248	30.6021	44.4019
24.0419	10.3764	8.17538
13.2734	41.5708	36.737
21.6159	20.0994	18.8266
41.1165	41.1075	5.11236
11.398	11.6257	5.25155
0.397326	41.2814	10.1955

0
